query-id	corpus-id	score
nevir_q_111-2_2	nevir_doc_111-2_2	1
nevir_q_111-3_1	nevir_doc_111-3_1	1
nevir_q_111-3_2	nevir_doc_111-3_2	1
nevir_q_112-2_1	nevir_doc_112-2_1	1
nevir_q_112-3_1	nevir_doc_112-3_1	1
nevir_q_112-3_2	nevir_doc_112-3_2	1
nevir_q_113-2_1	nevir_doc_113-2_1	1
nevir_q_113-3_1	nevir_doc_113-3_1	1
nevir_q_113-3_2	nevir_doc_113-3_2	1
nevir_q_114-2_1	nevir_doc_114-2_1	1
nevir_q_114-3_1	nevir_doc_114-3_1	1
nevir_q_1140-2_1	nevir_doc_1140-2_1	1
nevir_q_1140-3_1	nevir_doc_1140-3_1	1
nevir_q_1140-3_2	nevir_doc_1140-3_2	1
nevir_q_115-2_1	nevir_doc_115-2_1	1
nevir_q_115-2_2	nevir_doc_115-2_2	1
nevir_q_115-3_2	nevir_doc_115-3_2	1
nevir_q_116-2_2	nevir_doc_116-2_2	1
nevir_q_116-3_1	nevir_doc_116-3_1	1
nevir_q_116-3_2	nevir_doc_116-3_2	1
nevir_q_117-2_2	nevir_doc_117-2_2	1
nevir_q_117-3_2	nevir_doc_117-3_2	1
nevir_q_118-2_2	nevir_doc_118-2_2	1
nevir_q_118-3_1	nevir_doc_118-3_1	1
nevir_q_118-3_2	nevir_doc_118-3_2	1
nevir_q_1181-2_2	nevir_doc_1181-2_2	1
nevir_q_1181-3_1	nevir_doc_1181-3_1	1
nevir_q_119-3_1	nevir_doc_119-3_1	1
nevir_q_119-3_2	nevir_doc_119-3_2	1
nevir_q_12-2_1	nevir_doc_12-2_1	1
nevir_q_12-3_1	nevir_doc_12-3_1	1
nevir_q_12-3_2	nevir_doc_12-3_2	1
nevir_q_120-2_2	nevir_doc_120-2_2	1
nevir_q_120-3_1	nevir_doc_120-3_1	1
nevir_q_120-3_2	nevir_doc_120-3_2	1
nevir_q_121-2_2	nevir_doc_121-2_2	1
nevir_q_121-3_1	nevir_doc_121-3_1	1
nevir_q_121-3_2	nevir_doc_121-3_2	1
nevir_q_122-2_1	nevir_doc_122-2_1	1
nevir_q_122-2_2	nevir_doc_122-2_2	1
nevir_q_122-3_1	nevir_doc_122-3_1	1
nevir_q_122-3_2	nevir_doc_122-3_2	1
nevir_q_123-2_1	nevir_doc_123-2_1	1
nevir_q_123-3_1	nevir_doc_123-3_1	1
nevir_q_123-3_2	nevir_doc_123-3_2	1
nevir_q_124-2_1	nevir_doc_124-2_1	1
nevir_q_124-2_2	nevir_doc_124-2_2	1
nevir_q_124-3_1	nevir_doc_124-3_1	1
nevir_q_124-3_2	nevir_doc_124-3_2	1
nevir_q_125-2_1	nevir_doc_125-2_1	1
nevir_q_125-2_2	nevir_doc_125-2_2	1
nevir_q_125-3_1	nevir_doc_125-3_1	1
nevir_q_125-3_2	nevir_doc_125-3_2	1
nevir_q_126-2_1	nevir_doc_126-2_1	1
nevir_q_126-2_2	nevir_doc_126-2_2	1
nevir_q_126-3_1	nevir_doc_126-3_1	1
nevir_q_126-3_2	nevir_doc_126-3_2	1
nevir_q_127-2_1	nevir_doc_127-2_1	1
nevir_q_127-3_1	nevir_doc_127-3_1	1
nevir_q_127-3_2	nevir_doc_127-3_2	1
nevir_q_129-2_1	nevir_doc_129-2_1	1
nevir_q_129-2_2	nevir_doc_129-2_2	1
nevir_q_129-3_1	nevir_doc_129-3_1	1
nevir_q_13-2_1	nevir_doc_13-2_1	1
nevir_q_13-2_2	nevir_doc_13-2_2	1
nevir_q_13-3_1	nevir_doc_13-3_1	1
nevir_q_130-2_2	nevir_doc_130-2_2	1
nevir_q_131-2_1	nevir_doc_131-2_1	1
nevir_q_131-2_2	nevir_doc_131-2_2	1
nevir_q_131-3_1	nevir_doc_131-3_1	1
nevir_q_131-3_2	nevir_doc_131-3_2	1
nevir_q_132-2_1	nevir_doc_132-2_1	1
nevir_q_132-2_2	nevir_doc_132-2_2	1
nevir_q_132-3_1	nevir_doc_132-3_1	1
nevir_q_133-2_1	nevir_doc_133-2_1	1
nevir_q_133-2_2	nevir_doc_133-2_2	1
nevir_q_133-3_1	nevir_doc_133-3_1	1
nevir_q_133-3_2	nevir_doc_133-3_2	1
nevir_q_134-2_1	nevir_doc_134-2_1	1
nevir_q_134-2_2	nevir_doc_134-2_2	1
nevir_q_1343-2_1	nevir_doc_1343-2_1	1
nevir_q_1343-3_1	nevir_doc_1343-3_1	1
nevir_q_135-2_1	nevir_doc_135-2_1	1
nevir_q_135-2_2	nevir_doc_135-2_2	1
nevir_q_135-3_2	nevir_doc_135-3_2	1
nevir_q_136-2_1	nevir_doc_136-2_1	1
nevir_q_136-2_2	nevir_doc_136-2_2	1
nevir_q_136-3_1	nevir_doc_136-3_1	1
nevir_q_136-3_2	nevir_doc_136-3_2	1
nevir_q_137-2_1	nevir_doc_137-2_1	1
nevir_q_137-2_2	nevir_doc_137-2_2	1
nevir_q_137-3_1	nevir_doc_137-3_1	1
nevir_q_137-3_2	nevir_doc_137-3_2	1
nevir_q_138-2_2	nevir_doc_138-2_2	1
nevir_q_138-3_1	nevir_doc_138-3_1	1
nevir_q_139-2_1	nevir_doc_139-2_1	1
nevir_q_139-2_2	nevir_doc_139-2_2	1
nevir_q_139-3_1	nevir_doc_139-3_1	1
nevir_q_139-3_2	nevir_doc_139-3_2	1
nevir_q_14-2_1	nevir_doc_14-2_1	1
nevir_q_14-3_1	nevir_doc_14-3_1	1
nevir_q_14-3_2	nevir_doc_14-3_2	1
nevir_q_140-2_1	nevir_doc_140-2_1	1
nevir_q_140-2_2	nevir_doc_140-2_2	1
nevir_q_140-3_1	nevir_doc_140-3_1	1
nevir_q_140-3_2	nevir_doc_140-3_2	1
nevir_q_141-3_1	nevir_doc_141-3_1	1
nevir_q_141-3_2	nevir_doc_141-3_2	1
nevir_q_142-2_1	nevir_doc_142-2_1	1
nevir_q_142-2_2	nevir_doc_142-2_2	1
nevir_q_142-3_2	nevir_doc_142-3_2	1
nevir_q_143-2_1	nevir_doc_143-2_1	1
nevir_q_143-2_2	nevir_doc_143-2_2	1
nevir_q_143-3_1	nevir_doc_143-3_1	1
nevir_q_143-3_2	nevir_doc_143-3_2	1
nevir_q_145-2_1	nevir_doc_145-2_1	1
nevir_q_145-2_2	nevir_doc_145-2_2	1
nevir_q_145-3_1	nevir_doc_145-3_1	1
nevir_q_145-3_2	nevir_doc_145-3_2	1
nevir_q_146-2_1	nevir_doc_146-2_1	1
nevir_q_146-2_2	nevir_doc_146-2_2	1
nevir_q_146-3_1	nevir_doc_146-3_1	1
nevir_q_146-3_2	nevir_doc_146-3_2	1
nevir_q_147-2_1	nevir_doc_147-2_1	1
nevir_q_147-2_2	nevir_doc_147-2_2	1
nevir_q_147-3_1	nevir_doc_147-3_1	1
nevir_q_147-3_2	nevir_doc_147-3_2	1
nevir_q_148-2_1	nevir_doc_148-2_1	1
nevir_q_148-2_2	nevir_doc_148-2_2	1
nevir_q_148-3_1	nevir_doc_148-3_1	1
nevir_q_148-3_2	nevir_doc_148-3_2	1
nevir_q_149-2_1	nevir_doc_149-2_1	1
nevir_q_149-3_1	nevir_doc_149-3_1	1
nevir_q_149-3_2	nevir_doc_149-3_2	1
nevir_q_15-2_2	nevir_doc_15-2_2	1
nevir_q_15-3_1	nevir_doc_15-3_1	1
nevir_q_15-3_2	nevir_doc_15-3_2	1
nevir_q_150-2_2	nevir_doc_150-2_2	1
nevir_q_150-3_1	nevir_doc_150-3_1	1
nevir_q_150-3_2	nevir_doc_150-3_2	1
nevir_q_151-2_1	nevir_doc_151-2_1	1
nevir_q_151-2_2	nevir_doc_151-2_2	1
nevir_q_151-3_2	nevir_doc_151-3_2	1
nevir_q_152-2_1	nevir_doc_152-2_1	1
nevir_q_152-2_2	nevir_doc_152-2_2	1
nevir_q_152-3_1	nevir_doc_152-3_1	1
nevir_q_153-2_1	nevir_doc_153-2_1	1
nevir_q_153-2_2	nevir_doc_153-2_2	1
nevir_q_153-3_1	nevir_doc_153-3_1	1
nevir_q_153-3_2	nevir_doc_153-3_2	1
nevir_q_154-2_1	nevir_doc_154-2_1	1
nevir_q_154-2_2	nevir_doc_154-2_2	1
nevir_q_154-3_1	nevir_doc_154-3_1	1
nevir_q_155-2_1	nevir_doc_155-2_1	1
nevir_q_155-2_2	nevir_doc_155-2_2	1
nevir_q_155-3_1	nevir_doc_155-3_1	1
nevir_q_155-3_2	nevir_doc_155-3_2	1
nevir_q_156-2_2	nevir_doc_156-2_2	1
nevir_q_156-3_1	nevir_doc_156-3_1	1
nevir_q_156-3_2	nevir_doc_156-3_2	1
nevir_q_157-2_1	nevir_doc_157-2_1	1
nevir_q_157-2_2	nevir_doc_157-2_2	1
nevir_q_157-3_1	nevir_doc_157-3_1	1
nevir_q_157-3_2	nevir_doc_157-3_2	1
nevir_q_158-2_2	nevir_doc_158-2_2	1
nevir_q_158-3_2	nevir_doc_158-3_2	1
nevir_q_159-2_2	nevir_doc_159-2_2	1
nevir_q_159-3_1	nevir_doc_159-3_1	1
nevir_q_159-3_2	nevir_doc_159-3_2	1
nevir_q_16-2_1	nevir_doc_16-2_1	1
nevir_q_16-2_2	nevir_doc_16-2_2	1
nevir_q_16-3_1	nevir_doc_16-3_1	1
nevir_q_16-3_2	nevir_doc_16-3_2	1
nevir_q_160-2_1	nevir_doc_160-2_1	1
nevir_q_160-2_2	nevir_doc_160-2_2	1
nevir_q_160-3_1	nevir_doc_160-3_1	1
nevir_q_160-3_2	nevir_doc_160-3_2	1
nevir_q_161-2_1	nevir_doc_161-2_1	1
nevir_q_161-2_2	nevir_doc_161-2_2	1
nevir_q_161-3_1	nevir_doc_161-3_1	1
nevir_q_161-3_2	nevir_doc_161-3_2	1
nevir_q_162-2_2	nevir_doc_162-2_2	1
nevir_q_162-3_1	nevir_doc_162-3_1	1
nevir_q_162-3_2	nevir_doc_162-3_2	1
nevir_q_163-2_1	nevir_doc_163-2_1	1
nevir_q_163-2_2	nevir_doc_163-2_2	1
nevir_q_163-3_1	nevir_doc_163-3_1	1
nevir_q_163-3_2	nevir_doc_163-3_2	1
nevir_q_164-2_1	nevir_doc_164-2_1	1
nevir_q_164-3_1	nevir_doc_164-3_1	1
nevir_q_164-3_2	nevir_doc_164-3_2	1
nevir_q_165-3_1	nevir_doc_165-3_1	1
nevir_q_165-3_2	nevir_doc_165-3_2	1
nevir_q_166-2_1	nevir_doc_166-2_1	1
nevir_q_166-2_2	nevir_doc_166-2_2	1
nevir_q_166-3_1	nevir_doc_166-3_1	1
nevir_q_166-3_2	nevir_doc_166-3_2	1
nevir_q_167-2_1	nevir_doc_167-2_1	1
nevir_q_167-3_2	nevir_doc_167-3_2	1
nevir_q_168-2_1	nevir_doc_168-2_1	1
nevir_q_168-3_1	nevir_doc_168-3_1	1
nevir_q_168-3_2	nevir_doc_168-3_2	1
nevir_q_169-2_1	nevir_doc_169-2_1	1
nevir_q_169-2_2	nevir_doc_169-2_2	1
nevir_q_169-3_1	nevir_doc_169-3_1	1
nevir_q_169-3_2	nevir_doc_169-3_2	1
nevir_q_17-2_1	nevir_doc_17-2_1	1
nevir_q_17-2_2	nevir_doc_17-2_2	1
nevir_q_17-3_1	nevir_doc_17-3_1	1
nevir_q_17-3_2	nevir_doc_17-3_2	1
nevir_q_170-2_2	nevir_doc_170-2_2	1
nevir_q_170-3_1	nevir_doc_170-3_1	1
nevir_q_170-3_2	nevir_doc_170-3_2	1
nevir_q_172-2_1	nevir_doc_172-2_1	1
nevir_q_172-2_2	nevir_doc_172-2_2	1
nevir_q_172-3_1	nevir_doc_172-3_1	1
nevir_q_172-3_2	nevir_doc_172-3_2	1
nevir_q_173-2_1	nevir_doc_173-2_1	1
nevir_q_173-2_2	nevir_doc_173-2_2	1
nevir_q_173-3_1	nevir_doc_173-3_1	1
nevir_q_174-2_1	nevir_doc_174-2_1	1
nevir_q_174-2_2	nevir_doc_174-2_2	1
nevir_q_174-3_1	nevir_doc_174-3_1	1
nevir_q_174-3_2	nevir_doc_174-3_2	1
nevir_q_175-2_1	nevir_doc_175-2_1	1
nevir_q_175-2_2	nevir_doc_175-2_2	1
nevir_q_175-3_1	nevir_doc_175-3_1	1
nevir_q_175-3_2	nevir_doc_175-3_2	1
nevir_q_176-2_1	nevir_doc_176-2_1	1
nevir_q_176-2_2	nevir_doc_176-2_2	1
nevir_q_176-3_1	nevir_doc_176-3_1	1
nevir_q_176-3_2	nevir_doc_176-3_2	1
nevir_q_177-2_1	nevir_doc_177-2_1	1
nevir_q_177-2_2	nevir_doc_177-2_2	1
nevir_q_177-3_1	nevir_doc_177-3_1	1
nevir_q_177-3_2	nevir_doc_177-3_2	1
nevir_q_178-2_1	nevir_doc_178-2_1	1
nevir_q_178-2_2	nevir_doc_178-2_2	1
nevir_q_178-3_1	nevir_doc_178-3_1	1
nevir_q_178-3_2	nevir_doc_178-3_2	1
nevir_q_179-2_2	nevir_doc_179-2_2	1
nevir_q_179-3_1	nevir_doc_179-3_1	1
nevir_q_179-3_2	nevir_doc_179-3_2	1
nevir_q_18-2_1	nevir_doc_18-2_1	1
nevir_q_18-2_2	nevir_doc_18-2_2	1
nevir_q_18-3_2	nevir_doc_18-3_2	1
nevir_q_180-2_1	nevir_doc_180-2_1	1
nevir_q_180-2_2	nevir_doc_180-2_2	1
nevir_q_180-3_2	nevir_doc_180-3_2	1
nevir_q_181-3_1	nevir_doc_181-3_1	1
nevir_q_181-3_2	nevir_doc_181-3_2	1
nevir_q_182-2_1	nevir_doc_182-2_1	1
nevir_q_182-2_2	nevir_doc_182-2_2	1
nevir_q_183-2_1	nevir_doc_183-2_1	1
nevir_q_183-2_2	nevir_doc_183-2_2	1
nevir_q_183-3_1	nevir_doc_183-3_1	1
nevir_q_183-3_2	nevir_doc_183-3_2	1
nevir_q_184-2_1	nevir_doc_184-2_1	1
nevir_q_184-2_2	nevir_doc_184-2_2	1
nevir_q_184-3_1	nevir_doc_184-3_1	1
nevir_q_185-2_1	nevir_doc_185-2_1	1
nevir_q_185-2_2	nevir_doc_185-2_2	1
nevir_q_185-3_1	nevir_doc_185-3_1	1
nevir_q_185-3_2	nevir_doc_185-3_2	1
nevir_q_186-2_2	nevir_doc_186-2_2	1
nevir_q_186-3_1	nevir_doc_186-3_1	1
nevir_q_186-3_2	nevir_doc_186-3_2	1
nevir_q_187-2_2	nevir_doc_187-2_2	1
nevir_q_187-3_1	nevir_doc_187-3_1	1
nevir_q_188-3_1	nevir_doc_188-3_1	1
nevir_q_188-3_2	nevir_doc_188-3_2	1
nevir_q_189-2_1	nevir_doc_189-2_1	1
nevir_q_189-2_2	nevir_doc_189-2_2	1
nevir_q_189-3_1	nevir_doc_189-3_1	1
nevir_q_189-3_2	nevir_doc_189-3_2	1
nevir_q_19-2_1	nevir_doc_19-2_1	1
nevir_q_19-3_2	nevir_doc_19-3_2	1
nevir_q_190-2_1	nevir_doc_190-2_1	1
nevir_q_190-2_2	nevir_doc_190-2_2	1
nevir_q_190-3_1	nevir_doc_190-3_1	1
nevir_q_191-2_1	nevir_doc_191-2_1	1
nevir_q_191-3_1	nevir_doc_191-3_1	1
nevir_q_191-3_2	nevir_doc_191-3_2	1
nevir_q_192-2_1	nevir_doc_192-2_1	1
nevir_q_192-2_2	nevir_doc_192-2_2	1
nevir_q_192-3_1	nevir_doc_192-3_1	1
nevir_q_192-3_2	nevir_doc_192-3_2	1
nevir_q_193-2_1	nevir_doc_193-2_1	1
nevir_q_193-3_1	nevir_doc_193-3_1	1
nevir_q_194-2_1	nevir_doc_194-2_1	1
nevir_q_194-2_2	nevir_doc_194-2_2	1
nevir_q_194-3_1	nevir_doc_194-3_1	1
nevir_q_194-3_2	nevir_doc_194-3_2	1
nevir_q_195-2_1	nevir_doc_195-2_1	1
nevir_q_195-2_2	nevir_doc_195-2_2	1
nevir_q_195-3_1	nevir_doc_195-3_1	1
nevir_q_196-2_2	nevir_doc_196-2_2	1
nevir_q_197-2_2	nevir_doc_197-2_2	1
nevir_q_197-3_1	nevir_doc_197-3_1	1
nevir_q_198-2_1	nevir_doc_198-2_1	1
nevir_q_198-2_2	nevir_doc_198-2_2	1
nevir_q_198-3_1	nevir_doc_198-3_1	1
nevir_q_198-3_2	nevir_doc_198-3_2	1
nevir_q_199-2_1	nevir_doc_199-2_1	1
nevir_q_199-2_2	nevir_doc_199-2_2	1
nevir_q_199-3_1	nevir_doc_199-3_1	1
nevir_q_199-3_2	nevir_doc_199-3_2	1
nevir_q_2-2_1	nevir_doc_2-2_1	1
nevir_q_2-3_1	nevir_doc_2-3_1	1
nevir_q_2-3_2	nevir_doc_2-3_2	1
nevir_q_20-2_1	nevir_doc_20-2_1	1
nevir_q_20-2_2	nevir_doc_20-2_2	1
nevir_q_20-3_1	nevir_doc_20-3_1	1
nevir_q_20-3_2	nevir_doc_20-3_2	1
nevir_q_200-2_1	nevir_doc_200-2_1	1
nevir_q_200-3_1	nevir_doc_200-3_1	1
nevir_q_200-3_2	nevir_doc_200-3_2	1
nevir_q_201-2_2	nevir_doc_201-2_2	1
nevir_q_201-3_1	nevir_doc_201-3_1	1
nevir_q_201-3_2	nevir_doc_201-3_2	1
nevir_q_202-2_1	nevir_doc_202-2_1	1
nevir_q_202-2_2	nevir_doc_202-2_2	1
nevir_q_202-3_1	nevir_doc_202-3_1	1
nevir_q_202-3_2	nevir_doc_202-3_2	1
nevir_q_203-2_1	nevir_doc_203-2_1	1
nevir_q_203-2_2	nevir_doc_203-2_2	1
nevir_q_203-3_1	nevir_doc_203-3_1	1
nevir_q_203-3_2	nevir_doc_203-3_2	1
nevir_q_204-2_1	nevir_doc_204-2_1	1
nevir_q_204-3_1	nevir_doc_204-3_1	1
nevir_q_204-3_2	nevir_doc_204-3_2	1
nevir_q_205-3_1	nevir_doc_205-3_1	1
nevir_q_205-3_2	nevir_doc_205-3_2	1
nevir_q_206-2_1	nevir_doc_206-2_1	1
nevir_q_206-2_2	nevir_doc_206-2_2	1
nevir_q_206-3_1	nevir_doc_206-3_1	1
nevir_q_206-3_2	nevir_doc_206-3_2	1
nevir_q_207-2_1	nevir_doc_207-2_1	1
nevir_q_207-3_1	nevir_doc_207-3_1	1
nevir_q_208-2_1	nevir_doc_208-2_1	1
nevir_q_208-2_2	nevir_doc_208-2_2	1
nevir_q_208-3_1	nevir_doc_208-3_1	1
nevir_q_208-3_2	nevir_doc_208-3_2	1
nevir_q_209-2_1	nevir_doc_209-2_1	1
nevir_q_209-3_1	nevir_doc_209-3_1	1
nevir_q_209-3_2	nevir_doc_209-3_2	1
nevir_q_21-2_2	nevir_doc_21-2_2	1
nevir_q_210-2_1	nevir_doc_210-2_1	1
nevir_q_210-2_2	nevir_doc_210-2_2	1
nevir_q_210-3_2	nevir_doc_210-3_2	1
nevir_q_211-2_1	nevir_doc_211-2_1	1
nevir_q_211-2_2	nevir_doc_211-2_2	1
nevir_q_211-3_1	nevir_doc_211-3_1	1
nevir_q_211-3_2	nevir_doc_211-3_2	1
nevir_q_212-3_1	nevir_doc_212-3_1	1
nevir_q_212-3_2	nevir_doc_212-3_2	1
nevir_q_213-2_1	nevir_doc_213-2_1	1
nevir_q_213-2_2	nevir_doc_213-2_2	1
nevir_q_213-3_1	nevir_doc_213-3_1	1
nevir_q_213-3_2	nevir_doc_213-3_2	1
nevir_q_214-2_1	nevir_doc_214-2_1	1
nevir_q_214-2_2	nevir_doc_214-2_2	1
nevir_q_214-3_2	nevir_doc_214-3_2	1
nevir_q_215-2_1	nevir_doc_215-2_1	1
nevir_q_215-2_2	nevir_doc_215-2_2	1
nevir_q_215-3_2	nevir_doc_215-3_2	1
nevir_q_216-2_1	nevir_doc_216-2_1	1
nevir_q_216-2_2	nevir_doc_216-2_2	1
nevir_q_216-3_1	nevir_doc_216-3_1	1
nevir_q_216-3_2	nevir_doc_216-3_2	1
nevir_q_217-2_1	nevir_doc_217-2_1	1
nevir_q_217-2_2	nevir_doc_217-2_2	1
nevir_q_217-3_1	nevir_doc_217-3_1	1
nevir_q_217-3_2	nevir_doc_217-3_2	1
nevir_q_218-2_1	nevir_doc_218-2_1	1
nevir_q_218-2_2	nevir_doc_218-2_2	1
nevir_q_218-3_1	nevir_doc_218-3_1	1
nevir_q_218-3_2	nevir_doc_218-3_2	1
nevir_q_219-2_1	nevir_doc_219-2_1	1
nevir_q_219-3_1	nevir_doc_219-3_1	1
nevir_q_219-3_2	nevir_doc_219-3_2	1
nevir_q_22-2_1	nevir_doc_22-2_1	1
nevir_q_22-2_2	nevir_doc_22-2_2	1
nevir_q_22-3_1	nevir_doc_22-3_1	1
nevir_q_22-3_2	nevir_doc_22-3_2	1
nevir_q_220-2_1	nevir_doc_220-2_1	1
nevir_q_220-2_2	nevir_doc_220-2_2	1
nevir_q_220-3_1	nevir_doc_220-3_1	1
nevir_q_220-3_2	nevir_doc_220-3_2	1
nevir_q_221-2_1	nevir_doc_221-2_1	1
nevir_q_221-2_2	nevir_doc_221-2_2	1
nevir_q_221-3_1	nevir_doc_221-3_1	1
nevir_q_221-3_2	nevir_doc_221-3_2	1
nevir_q_222-2_1	nevir_doc_222-2_1	1
nevir_q_222-2_2	nevir_doc_222-2_2	1
nevir_q_222-3_1	nevir_doc_222-3_1	1
nevir_q_223-2_1	nevir_doc_223-2_1	1
nevir_q_223-2_2	nevir_doc_223-2_2	1
nevir_q_223-3_1	nevir_doc_223-3_1	1
nevir_q_223-3_2	nevir_doc_223-3_2	1
nevir_q_224-2_1	nevir_doc_224-2_1	1
nevir_q_224-2_2	nevir_doc_224-2_2	1
nevir_q_225-2_1	nevir_doc_225-2_1	1
nevir_q_225-2_2	nevir_doc_225-2_2	1
nevir_q_225-3_1	nevir_doc_225-3_1	1
nevir_q_225-3_2	nevir_doc_225-3_2	1
nevir_q_226-2_1	nevir_doc_226-2_1	1
nevir_q_226-2_2	nevir_doc_226-2_2	1
nevir_q_226-3_1	nevir_doc_226-3_1	1
nevir_q_226-3_2	nevir_doc_226-3_2	1
nevir_q_227-2_1	nevir_doc_227-2_1	1
nevir_q_227-2_2	nevir_doc_227-2_2	1
nevir_q_227-3_1	nevir_doc_227-3_1	1
nevir_q_227-3_2	nevir_doc_227-3_2	1
nevir_q_228-2_1	nevir_doc_228-2_1	1
nevir_q_228-2_2	nevir_doc_228-2_2	1
nevir_q_228-3_2	nevir_doc_228-3_2	1
nevir_q_229-2_1	nevir_doc_229-2_1	1
nevir_q_229-2_2	nevir_doc_229-2_2	1
nevir_q_229-3_1	nevir_doc_229-3_1	1
nevir_q_229-3_2	nevir_doc_229-3_2	1
nevir_q_23-2_1	nevir_doc_23-2_1	1
nevir_q_23-2_2	nevir_doc_23-2_2	1
nevir_q_23-3_2	nevir_doc_23-3_2	1
nevir_q_230-2_1	nevir_doc_230-2_1	1
nevir_q_230-3_1	nevir_doc_230-3_1	1
nevir_q_231-2_1	nevir_doc_231-2_1	1
nevir_q_231-3_1	nevir_doc_231-3_1	1
nevir_q_231-3_2	nevir_doc_231-3_2	1
nevir_q_232-2_1	nevir_doc_232-2_1	1
nevir_q_232-3_1	nevir_doc_232-3_1	1
nevir_q_233-2_1	nevir_doc_233-2_1	1
nevir_q_233-2_2	nevir_doc_233-2_2	1
nevir_q_233-3_1	nevir_doc_233-3_1	1
nevir_q_233-3_2	nevir_doc_233-3_2	1
nevir_q_234-2_1	nevir_doc_234-2_1	1
nevir_q_234-3_2	nevir_doc_234-3_2	1
nevir_q_235-2_1	nevir_doc_235-2_1	1
nevir_q_235-2_2	nevir_doc_235-2_2	1
nevir_q_235-3_1	nevir_doc_235-3_1	1
nevir_q_235-3_2	nevir_doc_235-3_2	1
nevir_q_236-2_2	nevir_doc_236-2_2	1
nevir_q_236-3_1	nevir_doc_236-3_1	1
nevir_q_236-3_2	nevir_doc_236-3_2	1
nevir_q_237-2_1	nevir_doc_237-2_1	1
nevir_q_237-2_2	nevir_doc_237-2_2	1
nevir_q_237-3_1	nevir_doc_237-3_1	1
nevir_q_237-3_2	nevir_doc_237-3_2	1
nevir_q_238-2_1	nevir_doc_238-2_1	1
nevir_q_238-2_2	nevir_doc_238-2_2	1
nevir_q_238-3_1	nevir_doc_238-3_1	1
nevir_q_239-2_1	nevir_doc_239-2_1	1
nevir_q_239-3_1	nevir_doc_239-3_1	1
nevir_q_239-3_2	nevir_doc_239-3_2	1
nevir_q_24-2_1	nevir_doc_24-2_1	1
nevir_q_24-2_2	nevir_doc_24-2_2	1
nevir_q_24-3_1	nevir_doc_24-3_1	1
nevir_q_24-3_2	nevir_doc_24-3_2	1
nevir_q_240-2_1	nevir_doc_240-2_1	1
nevir_q_240-2_2	nevir_doc_240-2_2	1
nevir_q_240-3_2	nevir_doc_240-3_2	1
nevir_q_241-2_1	nevir_doc_241-2_1	1
nevir_q_241-2_2	nevir_doc_241-2_2	1
nevir_q_241-3_1	nevir_doc_241-3_1	1
nevir_q_241-3_2	nevir_doc_241-3_2	1
nevir_q_242-2_1	nevir_doc_242-2_1	1
nevir_q_242-2_2	nevir_doc_242-2_2	1
nevir_q_242-3_1	nevir_doc_242-3_1	1
nevir_q_243-2_2	nevir_doc_243-2_2	1
nevir_q_243-3_2	nevir_doc_243-3_2	1
nevir_q_244-2_1	nevir_doc_244-2_1	1
nevir_q_244-2_2	nevir_doc_244-2_2	1
nevir_q_244-3_1	nevir_doc_244-3_1	1
nevir_q_244-3_2	nevir_doc_244-3_2	1
nevir_q_245-2_1	nevir_doc_245-2_1	1
nevir_q_245-2_2	nevir_doc_245-2_2	1
nevir_q_245-3_1	nevir_doc_245-3_1	1
nevir_q_245-3_2	nevir_doc_245-3_2	1
nevir_q_246-2_1	nevir_doc_246-2_1	1
